region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size
POA4512,38,2006,561,280,1569,1.1,1465,3.0
POA4514,39,1733,482,280,1169,1.1,1022,2.6
POA4515,41,1517,467,250,1099,1.1,930,2.5
POA4516,37,1885,591,300,1529,1.1,1522,3.1
POA4517,44,1600,457,300,1100,1.1,754,2.3
POA4518,40,1900,491,320,1181,1.1,1093,2.8
POA4519,40,1820,497,310,1156,1.1,1057,2.7
POA4520,40,2297,756,340,2239,1.1,2088,3.1
POA4521,40,2087,616,290,1634,1.1,1464,2.9
POA4550,39,1866,498,310,1167,1.1,1045,2.6
POA4551,43,1972,497,325,1140,1.1,947,2.4
POA4552,50,1517,467,250,1017,1.1,857,2.3
POA4553,38,2000,558,330,1340,1.1,1264,2.9
POA4554,41,1810,502,265,1343,1.1,1207,2.8
POA4555,40,1900,525,345,1312,1.1,1156,2.8
POA4556,41,2000,532,380,1391,1.0,1159,2.6
POA4557,37,1950,590,320,1354,1.1,1133,2.4
POA4558,43,1733,519,300,1082,1.1,869,2.1
POA4559,41,1820,500,300,1289,1.1,1115,2.7
POA4560,42,1733,501,285,1168,1.1,970,2.5
POA4561,41,1733,513,270,1265,1.1,1107,2.7
POA4562,44,1746,512,320,1238,1.1,1125,2.7
POA4563,46,1650,486,290,1176,1.1,958,2.5
POA4564,39,1800,558,340,1210,1.1,1062,2.4
POA4565,46,1800,452,310,1027,1.1,866,2.4
POA4566,49,2000,526,350,1171,1.1,933,2.2
POA4567,45,1820,588,350,1290,1.1,1059,2.3
POA4568,43,1625,483,295,1111,1.1,967,2.6
POA4569,43,1441,458,290,1024,1.1,850,2.5
POA4570,42,1336,424,220,975,1.1,834,2.5
POA4571,47,1400,403,250,1032,1.1,803,2.5
POA4572,39,2000,648,300,1433,1.1,1109,2.2
POA4573,39,1950,563,345,1317,1.1,1131,2.5
POA4574,45,1500,455,200,1037,1.1,882,2.4
POA4575,41,2000,544,360,1289,1.0,1065,2.4
POA4580,54,1400,350,220,736,1.1,634,2.2
POA4581,48,1625,472,220,886,1.1,744,2.1
POA4600,48,990,370,150,921,1.1,784,2.3
POA4601,46,1300,381,150,814,1.1,694,2.4
POA4605,36,1083,369,100,895,1.2,801,2.8
POA4606,45,1200,398,175,905,1.1,733,2.3
POA4608,44,910,405,180,848,1.1,764,2.4
POA4610,38,1400,473,210,1108,1.1,923,2.5
POA4611,42,1408,367,170,949,1.1,763,2.5
POA4612,44,867,356,120,1021,1.1,769,2.6
POA4613,53,997,334,85,668,1.1,557,2.0
POA4614,47,867,362,185,797,1.1,641,2.3
POA4615,46,1104,364,185,825,1.1,709,2.4
POA4620,50,1213,352,100,771,1.1,683,2.4
POA4621,51,910,352,150,787,1.1,642,2.2
POA4625,43,1083,484,119,979,1.1,847,2.4
POA4626,42,1083,525,130,1046,1.1,847,2.3
POA4627,40,800,389,100,807,1.1,665,2.3
POA4630,45,1000,426,120,946,1.1,794,2.4
POA4650,43,1300,413,200,968,1.1,811,2.4
POA4655,44,1528,398,250,906,1.1,782,2.4
POA4659,54,1244,349,210,775,1.1,665,2.3
POA4660,50,1211,382,210,853,1.1,755,2.4
POA4662,46,1140,374,230,748,1.1,651,2.4
POA4670,42,1400,436,235,1007,1.1,854,2.5
POA4671,45,1053,352,160,811,1.2,705,2.4
POA4673,47,867,426,100,984,1.2,900,2.4
POA4674,49,934,329,100,708,1.3,601,2.3
POA4676,49,924,375,140,755,1.1,777,2.5
POA4677,42,1317,422,250,965,1.2,808,2.4
POA4678,47,1517,493,170,1142,1.2,1035,2.3
POA4680,34,2032,744,310,2074,1.1,1864,2.8
POA4694,32,1755,680,215,1774,1.2,1666,3.3
POA4695,41,1777,494,125,1378,1.2,1355,2.7
POA4699,42,1517,538,170,1197,1.2,1039,2.7
POA4700,37,1452,557,230,1407,1.1,1075,2.4
POA4701,34,1627,603,240,1469,1.1,1198,2.6
POA4702,37,1733,591,215,1497,1.1,1286,2.7
POA4703,40,1950,563,280,1397,1.1,1127,2.5
POA4705,37,0,785,0,1660,1.1,1591,3.2
POA4707,55,1160,360,50,700,1.1,642,1.9
POA4709,28,70,1201,15,2796,1.1,2769,3.4
POA4710,44,1733,504,285,1155,1.1,987,2.4
POA4711,39,2000,703,340,2042,1.1,2004,3.2
POA4712,40,620,572,50,1542,1.2,880,2.6
POA4713,22,0,284,105,702,1.6,750,3.7
POA4714,46,867,366,150,823,1.1,646,2.2
POA4715,33,1733,691,200,1833,1.1,1595,2.6
POA4716,37,1560,543,150,1485,1.1,1362,2.7
POA4717,30,1900,1145,62,2751,1.1,2680,2.9
POA4718,32,1625,768,100,1859,1.1,1669,2.6
POA4719,42,1150,492,136,1109,1.1,887,2.5
POA4720,29,2167,905,304,2451,1.1,2295,2.9
POA4721,33,1517,721,57,1900,1.1,1591,2.7
POA4722,36,1517,707,95,1669,1.1,1402,2.6
POA4723,34,2000,780,135,1971,1.1,1574,2.8
POA4724,41,596,640,75,1403,1.1,1283,2.5
POA4725,41,1192,568,100,1369,1.1,1025,2.4
POA4726,39,621,571,70,1154,1.1,983,2.4
POA4727,34,912,549,96,1273,1.1,1202,2.8
POA4728,35,3500,497,0,1055,1.2,789,2.7
POA4730,33,1509,691,150,1469,1.1,1214,2.5
POA4731,46,688,430,59,966,1.1,827,2.1
POA4733,47,0,554,0,1166,1.1,926,2.5
POA4735,42,1000,533,90,1031,1.1,827,2.2
POA4737,38,1950,612,295,1571,1.1,1420,2.7
POA4738,43,2000,567,100,1432,1.2,1308,2.5
POA4739,45,1300,397,140,1071,1.2,789,2.4
POA4740,35,2167,722,320,1850,1.1,1592,2.7
POA4741,40,1950,620,180,1616,1.2,1413,2.7
POA4742,36,1517,878,83,1542,1.2,1365,2.6
POA4743,28,0,1328,30,2768,1.1,2715,3.0
POA4744,29,2383,1275,80,2829,1.1,2778,3.0
POA4745,30,1517,1283,60,2804,1.1,2727,2.9
POA4746,29,2000,1512,39,2848,1.1,2825,3.1
POA4750,33,2200,814,400,2084,1.1,1895,2.9
POA4751,33,2167,757,300,2005,1.1,1836,2.9
POA4753,30,2383,807,345,2139,1.1,2013,3.0
POA4754,36,2123,624,170,1750,1.1,1496,2.8
POA4756,37,1625,513,205,1208,1.2,938,2.5
POA4757,44,1000,480,100,1208,1.2,1102,2.5
POA4798,45,1733,490,120,1312,1.1,1027,2.5
POA4799,42,1322,472,190,956,1.2,862,2.5
POA4800,42,1647,563,230,1356,1.1,1101,2.5
POA4801,26,0,746,95,0,1.0,1375,1.0
POA4802,35,2123,698,300,1441,1.1,1226,2.3
POA4803,28,4167,852,345,2100,1.3,1826,2.2
POA4804,38,1300,553,180,1557,1.1,1328,2.3
POA4805,39,1717,559,225,1364,1.1,1101,2.4
POA4806,43,1300,513,170,1200,1.1,971,2.5
POA4807,40,1300,554,185,1323,1.1,1016,2.5
POA4808,40,1148,520,160,1271,1.1,1125,2.6
POA4809,44,1187,523,135,1209,1.1,1003,2.4
POA4810,37,1950,777,280,1779,1.1,1290,2.1
POA4811,34,1780,678,305,1616,1.1,1428,2.7
POA4812,37,1681,625,250,1423,1.1,1054,2.2
POA4813,22,0,973,0,0,0,0,0
POA4814,31,1868,639,300,1680,1.1,1463,2.7
POA4815,30,1733,608,300,1412,1.1,1303,2.9
POA4816,40,1500,433,120,1149,1.2,1088,2.8
POA4817,31,1864,710,310,1727,1.1,1592,2.9
POA4818,32,2100,735,350,1755,1.1,1610,2.9
POA4819,47,1591,508,233,1050,1.1,857,2.1
POA4820,37,1400,495,180,1272,1.1,1029,2.6
POA4821,41,700,567,100,1274,1.1,994,2.4
POA4822,37,708,573,36,1125,1.1,967,2.4
POA4823,33,563,838,25,1392,1.1,1145,2.4
POA4824,34,1500,868,125,1827,1.2,1549,2.6
POA4825,30,2000,930,244,2333,1.2,2021,2.7
POA4828,32,433,459,88,675,1.5,1025,2.6
POA4829,30,520,627,72,1312,1.2,1023,2.4
POA4830,25,335,291,100,711,1.8,1146,4.5
POA4849,52,1200,439,210,940,1.1,758,2.1
POA4850,46,1200,478,150,1187,1.1,916,2.4
POA4852,41,1378,578,260,1258,1.2,1011,2.4
POA4854,40,1380,538,185,1181,1.2,1031,2.6
POA4855,47,1517,465,170,1086,1.1,911,2.4
POA4856,40,1907,501,170,1093,1.1,823,2.5
POA4857,45,1816,470,225,1062,1.1,763,2.4
POA4858,40,1517,527,203,1335,1.1,1150,2.6
POA4859,42,1083,492,200,991,1.1,916,2.5
POA4860,41,1300,477,185,1121,1.1,886,2.5
POA4861,43,1300,417,165,947,1.1,722,2.3
POA4865,36,1736,567,220,1371,1.1,1190,2.8
POA4868,34,1733,622,280,1402,1.1,1233,2.7
POA4869,29,1800,618,289,1375,1.1,1258,3.0
POA4870,36,1733,631,240,1414,1.1,1107,2.4
POA4871,35,1300,359,100,917,1.3,947,3.0
POA4872,45,1266,412,150,946,1.2,802,2.5
POA4873,40,1560,518,190,1166,1.1,924,2.4
POA4874,30,2029,876,100,2056,1.2,2006,3.0
POA4875,25,1817,418,70,986,1.4,1089,3.5
POA4876,22,2600,445,60,917,1.5,963,3.6
POA4877,39,1733,655,275,1365,1.1,1086,2.2
POA4878,39,1625,621,260,1403,1.1,1108,2.3
POA4879,38,1950,661,300,1467,1.1,1269,2.5
POA4880,39,1517,482,185,1116,1.1,912,2.5
POA4881,43,1648,466,180,1160,1.2,991,2.6
POA4882,45,1733,510,231,1279,1.1,974,2.5
POA4883,41,1517,470,210,1060,1.1,841,2.3
POA4884,47,1350,511,245,1125,1.1,922,2.4
POA4885,47,1300,437,180,1037,1.1,833,2.4
POA4886,45,1190,441,180,949,1.1,737,2.4
POA4887,48,1218,375,135,895,1.2,676,2.2
POA4888,44,1100,366,188,809,1.2,646,2.4
POA4890,32,953,606,105,1238,1.3,1107,2.9
POA4891,47,1039,547,126,1312,1.3,881,2.1
POA4895,36,1083,397,120,991,1.3,861,2.6
POA5000,29,1822,498,320,1701,1.2,949,1.8
POA5005,32,0,261,0,0,0,0,0
POA5006,35,2000,721,320,2169,1.1,1528,1.9
POA5007,36,1820,550,240,1417,1.1,1045,2.2
POA5008,37,1582,439,220,1186,1.1,924,2.4
POA5009,39,1500,523,240,1362,1.1,1052,2.5
POA5010,36,1733,379,136,1091,1.1,863,2.6
POA5011,38,1647,553,250,1416,1.1,1089,2.5
POA5012,33,1603,373,200,961,1.2,833,2.6
POA5013,38,1440,418,190,1048,1.1,836,2.4
POA5014,40,1517,494,205,1227,1.1,913,2.2
POA5015,39,1538,594,265,1349,1.1,1041,2.1
POA5016,42,1647,567,240,1545,1.1,1102,2.3
POA5017,40,1509,404,160,982,1.1,783,2.3
POA5018,45,1650,643,300,1638,1.1,1338,2.5
POA5019,43,1690,552,210,1434,1.1,978,2.1
POA5020,48,1755,629,300,1601,1.0,1301,2.4
POA5021,52,1733,592,295,1446,1.0,1161,2.3
POA5022,43,1800,646,250,1787,1.1,1247,2.3
POA5023,41,1625,444,210,1094,1.1,839,2.3
POA5024,44,1700,557,270,1461,1.1,1130,2.4
POA5025,42,1733,513,265,1322,1.1,1064,2.5
POA5031,36,1712,523,258,1406,1.1,1067,2.3
POA5032,38,1625,551,241,1382,1.1,1030,2.3
POA5033,36,1733,529,245,1240,1.1,974,2.2
POA5034,38,2000,717,270,2050,1.1,1451,2.3
POA5035,36,1600,655,250,1595,1.1,1132,2.2
POA5037,38,1647,537,240,1352,1.1,998,2.2
POA5038,37,1625,565,245,1351,1.1,960,2.1
POA5039,37,1600,530,225,1427,1.1,977,2.2
POA5040,47,1500,495,100,1512,1.0,981,2.3
POA5041,39,1733,677,260,1928,1.1,1441,2.5
POA5042,36,1517,464,245,1195,1.1,958,2.3
POA5043,40,1600,473,200,1175,1.1,853,2.1
POA5044,44,1733,606,270,1732,1.1,1115,2.2
POA5045,43,1950,696,270,1780,1.1,1197,2.1
POA5046,43,1625,530,240,1329,1.0,921,2.1
POA5047,39,1733,495,200,1244,1.1,942,2.3
POA5048,46,1733,573,266,1517,1.1,1081,2.2
POA5049,43,1800,661,300,1690,1.1,1330,2.4
POA5050,44,1733,609,265,1689,1.0,1385,2.5
POA5051,40,1770,718,290,1928,1.0,1639,2.7
POA5052,44,1800,705,300,1921,1.0,1637,2.6
POA5061,40,2100,785,300,2343,1.1,1650,2.4
POA5062,42,1980,691,265,2085,1.1,1475,2.5
POA5063,39,1950,711,290,2006,1.1,1378,2.3
POA5064,48,2000,700,325,2245,1.1,1560,2.4
POA5065,44,1950,707,270,2013,1.1,1259,2.3
POA5066,44,2167,776,340,2266,1.0,1781,2.6
POA5067,38,2000,733,290,2018,1.1,1353,2.0
POA5068,42,1885,630,270,1821,1.1,1180,2.2
POA5069,38,2167,700,260,2101,1.1,1407,2.4
POA5070,40,1630,515,250,1365,1.1,970,2.2
POA5072,42,1733,584,260,1680,1.1,1216,2.4
POA5073,41,1733,519,270,1379,1.1,1090,2.5
POA5074,40,1517,477,250,1212,1.1,931,2.4
POA5075,42,1500,534,275,1383,1.1,1119,2.5
POA5076,40,1566,597,300,1656,1.0,1451,2.8
POA5081,42,2000,709,260,2089,1.1,1422,2.3
POA5082,36,1733,644,260,1816,1.1,1340,2.5
POA5083,37,1600,620,250,1648,1.1,1154,2.3
POA5084,34,1500,377,185,946,1.2,756,2.5
POA5085,34,1733,513,250,1297,1.1,1016,2.4
POA5086,36,1625,509,223,1299,1.1,1023,2.4
POA5087,37,1620,509,230,1225,1.1,947,2.2
POA5088,38,1311,473,230,1121,1.1,882,2.3
POA5089,41,1550,649,300,1690,1.0,1511,2.7
POA5090,47,1500,467,250,1242,1.0,944,2.3
POA5091,41,1517,605,280,1521,1.0,1283,2.6
POA5092,38,1500,568,260,1371,1.1,1142,2.5
POA5093,39,1408,505,250,1194,1.1,1025,2.5
POA5094,39,1300,463,245,914,1.2,850,2.5
POA5095,32,1842,641,300,1574,1.1,1345,2.6
POA5096,37,1473,536,245,1294,1.1,1115,2.6
POA5097,40,1479,576,265,1430,1.0,1175,2.5
POA5098,39,1500,501,250,1186,1.1,1004,2.5
POA5106,25,0,79,0,0,0,0,0
POA5107,35,1387,426,220,1106,1.1,980,2.8
POA5108,34,1300,457,220,1066,1.1,912,2.6
POA5109,39,1322,510,234,1191,1.1,1006,2.5
POA5110,32,1517,516,260,1176,1.1,1076,2.8
POA5111,21,0,968,0,0,0,0,0
POA5112,38,1148,399,170,955,1.1,729,2.3
POA5113,32,1021,365,190,778,1.1,682,2.4
POA5114,30,1495,560,250,1295,1.1,1179,2.8
POA5115,27,1575,562,265,1178,1.1,1079,2.7
POA5116,38,1509,509,240,1212,1.0,970,2.4
POA5117,35,1733,655,249,1678,1.0,1588,3.3
POA5118,40,1500,554,220,1446,1.1,1111,2.5
POA5120,38,2000,460,200,1257,1.1,1031,2.8
POA5121,50,1822,402,195,928,1.1,778,2.5
POA5125,37,1733,663,250,1750,1.0,1482,2.7
POA5126,38,1549,647,260,1537,1.0,1353,2.6
POA5127,40,1520,627,257,1625,1.0,1403,2.6
POA5131,43,1733,639,280,1750,1.1,1638,3.1
POA5132,45,1820,611,210,1337,1.1,1266,2.9
POA5133,43,1600,633,300,2169,1.1,1859,2.9
POA5134,42,1600,679,150,1460,1.1,1350,2.7
POA5136,40,1300,538,150,1828,1.1,1605,2.9
POA5137,43,1750,638,330,1980,1.1,1890,2.8
POA5138,44,1878,729,250,1862,1.1,1704,2.8
POA5139,43,3467,650,280,1812,1.1,1531,2.6
POA5140,37,2000,763,400,1960,1.0,2009,3.0
POA5141,43,1259,710,235,2074,1.1,1805,2.8
POA5142,46,1733,559,170,1858,1.1,1489,2.6
POA5144,46,1617,581,200,1684,1.1,1625,2.8
POA5151,42,2167,738,230,1678,1.1,1711,2.6
POA5152,43,2000,766,300,2292,1.1,1863,2.7
POA5153,42,1517,658,254,1785,1.1,1500,2.8
POA5154,44,1733,739,310,2068,1.0,1887,2.8
POA5155,39,1733,737,310,1793,1.1,1502,2.6
POA5156,40,1625,787,140,1956,1.1,1831,2.8
POA5157,44,1647,621,185,1715,1.1,1514,2.8
POA5158,37,1600,644,300,1625,1.0,1448,2.7
POA5159,39,1571,640,300,1650,1.0,1426,2.7
POA5160,48,0,387,169,700,1.0,524,1.5
POA5161,38,1337,547,260,1222,1.0,1030,2.4
POA5162,38,1387,527,240,1257,1.0,1015,2.5
POA5163,37,1300,459,210,1107,1.1,924,2.5
POA5164,38,1291,370,129,873,1.1,701,2.2
POA5165,40,1374,456,250,971,1.1,821,2.3
POA5166,40,1083,431,250,924,1.1,821,2.3
POA5167,41,1408,537,265,1316,1.1,1047,2.4
POA5168,34,1430,493,165,1214,1.1,969,2.4
POA5169,36,1517,544,270,1287,1.0,1054,2.5
POA5170,41,1300,546,280,1335,1.0,1075,2.3
POA5171,43,1551,551,270,1421,1.1,1142,2.6
POA5172,43,1473,552,230,1422,1.1,1228,2.7
POA5173,33,1558,531,270,1151,1.1,993,2.5
POA5174,37,1365,501,260,1211,1.1,974,2.5
POA5201,41,1517,627,235,1447,1.1,1316,2.6
POA5202,44,1300,496,92,1109,1.1,974,2.4
POA5203,52,1500,450,190,1047,1.1,779,2.2
POA5204,55,1100,408,195,872,1.0,728,2.0
POA5210,39,1673,499,170,1252,1.1,1144,2.8
POA5211,55,1235,412,215,911,1.0,758,2.1
POA5212,55,1000,398,200,885,1.0,765,2.2
POA5213,46,1577,486,210,942,1.1,825,2.2
POA5214,55,1150,394,210,862,1.0,724,2.1
POA5220,31,386,483,180,850,1.1,1031,2.7
POA5221,58,400,376,150,880,1.0,657,2.1
POA5222,51,1000,476,200,911,1.0,862,2.0
POA5223,45,1157,503,150,1101,1.1,860,2.2
POA5231,42,1647,619,250,1688,1.1,1520,2.8
POA5232,44,1461,662,230,1705,1.1,1518,3.0
POA5233,45,1398,538,235,1439,1.1,1204,2.6
POA5234,41,1517,571,260,1381,1.1,1226,2.7
POA5235,44,1307,521,200,1235,1.1,986,2.3
POA5236,42,1100,410,180,1258,1.1,949,2.5
POA5237,44,1011,636,160,933,1.1,833,2.3
POA5238,51,1083,401,160,904,1.1,737,2.1
POA5240,44,1733,645,120,1511,1.1,1448,2.6
POA5241,40,1514,553,240,1341,1.1,1114,2.5
POA5242,41,1517,583,260,1581,1.1,1300,2.5
POA5243,43,2167,655,250,1689,1.1,1447,2.6
POA5244,38,1582,611,250,1473,1.1,1263,2.7
POA5245,45,1733,596,250,1779,1.1,1438,2.6
POA5250,37,1625,668,290,1727,1.0,1554,2.9
POA5251,37,1674,571,270,1395,1.1,1123,2.5
POA5252,35,1620,630,255,1474,1.1,1307,2.7
POA5253,40,1192,449,180,1001,1.1,822,2.4
POA5254,41,1213,501,150,1191,1.1,992,2.6
POA5255,42,1517,529,230,1242,1.1,1041,2.5
POA5256,51,1278,384,195,850,1.1,701,2.1
POA5259,47,1480,447,80,1014,1.1,792,2.4
POA5260,45,905,394,150,903,1.1,716,2.3
POA5261,41,812,426,0,987,1.1,914,2.6
POA5262,40,975,558,0,1281,1.1,1087,2.6
POA5263,41,1036,638,25,1517,1.0,1312,2.4
POA5264,46,1000,425,122,964,1.1,775,2.3
POA5265,37,433,469,70,982,1.1,812,2.4
POA5266,42,758,515,110,1138,1.0,1016,2.2
POA5267,39,1000,533,100,1205,1.0,969,2.5
POA5268,39,1083,538,160,1131,1.1,902,2.4
POA5269,39,542,476,100,982,1.1,841,2.8
POA5270,42,1097,489,110,1157,1.1,1055,2.7
POA5271,39,1148,573,160,1230,1.1,1004,2.4
POA5272,42,1000,607,50,1278,1.0,1155,2.6
POA5275,46,1083,481,130,986,1.0,822,2.2
POA5276,45,1389,555,160,1211,1.0,850,2.3
POA5277,41,900,510,126,1118,1.1,869,2.3
POA5278,43,867,460,120,939,1.0,759,2.4
POA5279,41,607,332,100,757,1.1,670,2.5
POA5280,43,1018,449,130,1121,1.1,860,2.3
POA5290,37,1257,502,160,1168,1.1,892,2.3
POA5291,41,1322,586,140,1406,1.1,1235,2.7
POA5301,46,800,364,50,841,1.1,735,2.5
POA5302,43,1000,521,100,1174,1.0,902,2.3
POA5303,37,339,502,0,1115,1.1,964,2.6
POA5304,46,625,467,105,1143,1.1,768,2.1
POA5307,47,676,392,100,848,1.1,686,2.3
POA5308,46,1000,368,0,900,1.0,900,2.5
POA5309,40,1356,379,100,949,1.1,724,2.4
POA5311,43,867,510,48,1096,1.1,1010,2.5
POA5320,53,910,351,100,761,1.1,629,2.0
POA5321,43,867,406,105,887,1.1,733,2.2
POA5322,47,1000,455,125,968,1.1,806,2.4
POA5330,43,961,417,135,1018,1.1,757,2.3
POA5331,42,867,438,115,892,1.1,795,2.3
POA5332,47,899,458,145,1292,1.1,900,2.1
POA5333,42,1127,476,140,1121,1.1,862,2.3
POA5340,42,1083,547,130,1203,1.0,936,2.4
POA5341,40,1083,444,150,1012,1.1,823,2.4
POA5342,40,1000,517,150,1191,1.1,993,2.6
POA5343,40,1200,463,150,948,1.1,771,2.3
POA5344,40,1083,449,115,1217,1.1,1037,2.8
POA5345,46,1083,402,135,962,1.1,730,2.3
POA5346,40,823,432,130,1147,1.1,809,2.5
POA5350,41,1375,633,250,1636,1.0,1413,2.8
POA5351,39,1500,574,225,1466,1.1,1330,2.8
POA5352,43,1300,589,225,1506,1.1,1148,2.4
POA5353,43,1300,540,180,1261,1.1,1021,2.4
POA5354,55,728,364,125,870,1.1,702,1.9
POA5355,40,1495,554,223,1323,1.0,1038,2.4
POA5356,41,1008,518,140,1255,1.1,1067,2.6
POA5357,47,1083,389,100,895,1.1,727,2.3
POA5360,40,1450,640,200,1540,1.1,1390,2.7
POA5371,36,1400,586,160,1531,1.0,1309,3.0
POA5372,37,1300,544,200,1354,1.1,1166,2.8
POA5373,44,1150,480,175,1087,1.1,902,2.4
POA5374,46,1040,417,170,904,1.1,758,2.4
POA5381,51,656,366,92,854,1.1,586,2.2
POA5400,38,1300,532,100,1333,1.1,1133,2.6
POA5401,41,1127,479,170,1202,1.1,915,2.5
POA5410,42,1192,411,0,1041,1.1,723,2.6
POA5411,37,1213,463,270,1087,1.1,923,2.8
POA5412,49,953,449,144,945,1.0,790,2.2
POA5413,47,867,436,133,955,1.1,785,2.3
POA5414,44,1517,551,150,1292,1.0,812,2.7
POA5415,50,1430,549,138,1147,1.1,979,2.4
POA5416,37,1190,491,135,982,1.1,954,2.6
POA5417,46,758,458,105,1032,1.1,821,2.2
POA5419,45,1235,375,70,843,1.0,671,2.4
POA5421,48,490,306,100,650,1.1,546,2.1
POA5422,49,564,363,125,772,1.1,580,2.1
POA5431,50,750,448,120,1096,1.1,910,2.2
POA5433,45,1000,485,130,1176,1.1,894,2.4
POA5434,50,867,523,90,1062,1.1,684,1.9
POA5440,47,303,639,33,1278,1.1,918,2.1
POA5451,49,1192,543,195,1266,1.1,893,2.1
POA5452,44,1200,549,180,1427,1.1,1182,2.5
POA5453,40,1300,554,190,1301,1.1,1027,2.4
POA5454,42,715,549,100,1166,1.1,988,2.5
POA5460,38,923,464,120,981,1.1,833,2.6
POA5461,42,997,462,155,1125,1.1,873,2.4
POA5462,38,1127,530,180,961,1.1,767,2.6
POA5464,44,715,441,100,971,1.0,864,2.4
POA5470,51,737,472,0,1267,1.1,790,2.2
POA5472,44,433,387,120,988,1.1,719,2.4
POA5473,47,650,377,115,830,1.1,680,2.4
POA5480,49,983,441,150,1192,1.1,859,2.2
POA5481,49,821,414,100,946,1.1,700,2.2
POA5482,49,921,426,95,1023,1.0,759,2.2
POA5483,42,1080,512,65,1012,1.1,768,2.3
POA5485,47,950,491,110,1067,1.1,987,2.4
POA5490,49,693,404,65,1312,1.2,825,2.5
POA5491,45,1127,511,148,1219,1.0,916,2.2
POA5495,52,1100,355,145,814,1.1,713,2.2
POA5501,39,1408,521,200,1307,1.1,1154,2.7
POA5502,42,1300,551,170,1366,1.1,1189,2.7
POA5510,40,1083,403,100,959,1.1,749,2.4
POA5520,47,498,419,120,928,1.1,722,2.2
POA5521,42,575,459,100,1018,1.1,814,2.4
POA5522,54,1083,391,150,910,1.1,667,2.0
POA5523,47,1000,462,138,1174,1.1,858,2.3
POA5540,40,1040,396,150,997,1.1,763,2.3
POA5550,41,867,503,170,978,1.1,792,2.3
POA5552,39,802,350,148,949,1.0,588,2.0
POA5554,42,1091,444,178,1056,1.1,831,2.4
POA5555,48,583,498,100,1218,1.1,845,2.5
POA5556,50,1083,389,190,851,1.0,719,2.1
POA5558,53,1083,384,200,853,1.1,707,2.1
POA5560,44,867,389,100,993,1.0,816,2.3
POA5570,48,650,397,100,931,1.1,723,2.3
POA5571,60,1107,387,150,834,1.0,683,1.9
POA5572,41,1083,656,121,1558,1.1,1071,2.7
POA5573,47,950,396,120,920,1.1,742,2.3
POA5575,51,1000,394,110,887,1.1,755,2.2
POA5576,49,1083,398,150,858,1.0,666,2.0
POA5577,52,450,335,93,742,1.1,537,2.0
POA5580,44,556,431,125,1108,1.1,706,2.4
POA5581,62,2000,368,180,804,1.0,693,2.0
POA5582,58,1083,393,160,832,1.1,681,2.0
POA5583,58,715,374,134,783,1.1,631,1.9
POA5600,41,1517,596,160,1703,1.1,1280,2.4
POA5601,58,724,285,123,576,1.1,487,1.7
POA5602,44,1120,430,180,1059,1.1,791,2.3
POA5603,47,734,470,180,870,1.1,774,2.0
POA5604,60,1517,350,175,875,1.1,666,2.0
POA5605,51,1300,450,160,1068,1.1,732,2.2
POA5606,38,1322,523,180,1205,1.1,923,2.4
POA5607,42,1300,510,140,1164,1.1,991,2.5
POA5608,37,1083,398,142,1004,1.1,780,2.2
POA5609,33,1800,721,225,1908,1.0,1698,2.7
POA5630,39,563,554,155,1024,1.1,1011,2.6
POA5631,39,997,538,106,1298,1.1,1026,2.5
POA5633,41,465,517,50,970,1.1,900,2.6
POA5640,48,801,524,95,1187,1.1,920,2.1
POA5641,44,607,567,70,1334,1.1,1042,2.4
POA5642,35,0,583,0,1230,1.1,1118,2.9
POA5650,36,542,502,30,917,1.2,971,2.6
POA5652,41,779,544,100,1375,1.0,1007,2.2
POA5654,41,360,508,88,1262,1.1,864,2.7
POA5670,44,1005,572,143,963,1.2,808,2.2
POA5680,43,1142,476,140,1092,1.1,858,2.4
POA5690,37,1215,577,120,1307,1.1,1054,2.5
POA5700,38,1150,519,150,1188,1.1,940,2.3
POA5710,38,1346,777,150,1488,1.1,1327,2.5
POA5720,35,0,836,150,1541,1.0,1312,2.0
POA5722,42,1000,466,180,1333,1.1,892,2.1
POA5723,45,581,434,100,1060,1.1,696,2.0
POA5724,26,0,295,40,720,1.5,1053,3.5
POA5725,29,2323,1466,200,2846,1.1,2754,2.9
POA5731,39,0,1102,38,2057,1.1,1750,2.4
POA5732,33,488,313,44,466,1.3,440,2.4
POA5734,29,0,294,45,483,1.7,666,2.8
POA5950,0,0,0,0,0,0,0,0
POA5960,61,0,350,0,0,1.0,350,1.0
POA6000,31,2472,948,400,2214,1.2,1750,1.9
POA6003,31,2167,802,350,1945,1.2,1385,1.9
POA6004,32,2400,994,430,2399,1.2,1814,1.9
POA6005,32,2350,1007,380,2419,1.1,1699,1.7
POA6006,36,2400,846,360,2376,1.1,1736,2.3
POA6007,35,2167,979,380,2604,1.1,1927,2.2
POA6008,38,2383,972,380,2700,1.1,1889,2.2
POA6009,38,3000,779,410,2748,1.1,2217,2.7
POA6010,41,2600,808,375,2632,1.0,1843,2.4
POA6011,40,3000,1037,453,2823,1.1,2519,2.5
POA6012,38,2582,748,283,2555,1.1,1497,2.3
POA6014,37,2300,868,300,2583,1.1,1759,2.5
POA6015,44,3033,874,650,2818,1.0,2576,2.8
